County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Clark,Legislative District 14 State Representative Pos. 2,Liz Hallock,(Prefers Democratic Party),575,40.4645,Legislative
Clark,Legislative District 17 State Representative Pos. 1,Vicki Kraft,(Prefers Republican Party),22278,50.6537,Legislative
Clark,Legislative District 17 State Representative Pos. 1,Tanisha Harris,(Prefers Democratic Party),21703,49.3463,Legislative
Clark,Legislative District 17 State Representative Pos. 2,Paul Harris,(Prefers Republican Party),25158,57.6133,Legislative
Clark,Legislative District 17 State Representative Pos. 2,"Damion E Jiles, Sr.",(Prefers Democratic Party),18509,42.3867,Legislative
Clark,Legislative District 18 State Representative Pos. 1,Brandon Vick,(Prefers Republican Party),29216,54.9235,Legislative
Clark,Legislative District 18 State Representative Pos. 1,Chris Thobaben,(Prefers Democratic Party),23978,45.0765,Legislative
Clark,Legislative District 18 State Representative Pos. 2,Kathy Gillespie,(Prefers Democratic Party),25650,48.1482,Legislative
Clark,Legislative District 18 State Representative Pos. 2,Larry A. Hoff,(Prefers Republican Party),27623,51.8518,Legislative
Clark,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers GOP Party),2387,63.0148,Legislative
Clark,Legislative District 20 State Representative Pos. 1,John Thompson,(Prefers Democratic Party),1401,36.9852,Legislative
Clark,Legislative District 20 State Representative Pos. 2,Ed Orcutt,(Prefers Republican Party),2581,67.0216,Legislative
Clark,Legislative District 20 State Representative Pos. 2,Brennan Bailey,(Prefers Democratic Party),1270,32.9784,Legislative
Clark,Legislative District 49 State Representative Pos. 1,Sharon Wylie,(Prefers Democratic Party),30526,100,Legislative
Clark,Legislative District 49 State Representative Pos. 2,Monica Jurado Stonier,(Prefers Democratic Party),30495,100,Legislative
Clark,"CLARK COUNTY COUNCILOR, CHAIR (AT-LARGE)",Eileen Quiring,(Prefers Republican Party),70315,49.5665,County
Clark,"CLARK COUNTY COUNCILOR, CHAIR (AT-LARGE)",Eric K. Holt,(Prefers Democratic Party),71545,50.4335,County
Clark,CLARK COUNTY COUNTY ASSESSOR,Peter Van Nortwick,(Prefers Republican Party),72033,60.2877,County
Clark,CLARK COUNTY COUNTY ASSESSOR,Darren Wertz,(Prefers Republican Party),47449,39.7123,County
Clark,CLARK COUNTY COUNTY AUDITOR,Greg Kimsey,(Prefers GOP Party),106771,100,County
Clark,CLARK COUNTY COUNTY CLERK,Barbara L. Melton,(Prefers Democratic Party),66799,47.4075,County
Clark,CLARK COUNTY COUNTY CLERK,Scott G Weber,(Prefers Republican Party),74105,52.5925,County
Clark,CLARK COUNTY COUNTY PROSECUTING ATTORNEY,Tony Golik,(Prefers Democratic Party),101149,100,County
Clark,CLARK COUNTY COUNTY SHERIFF,Chuck E. Atkins,(Prefers Republican Party),107187,100,County
Clark,CLARK COUNTY COUNTY TREASURER,Alishia Topper,(States No Party Preference),86034,69.285,County
Clark,CLARK COUNTY COUNTY TREASURER,Robert Hinds,(States No Party Preference),38140,30.715,County
Clark,Supreme Court Justice Position 2,Susan Owens,,98426,100,Judicial
Clark,Supreme Court Justice Position 8,Nathan Choi,,42488,36.172,Judicial
Clark,Supreme Court Justice Position 8,Steve Gonzalez,,74973,63.828,Judicial
Clark,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,95886,100,Judicial
Clark,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,89706,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 1",Kristen L. Parcher,,94065,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 2",Chad E. Sleight,,92084,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 3",Darvin J. Zimmerman,,93884,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 4",Sonya Langsdorf,,93993,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 5",Kelli E. Osler,,93198,100,Judicial
Clark,"DISTRICT COURT JUDGES DISTRICT COURT JUDGE, DEPARTMENT NO. 6",John P. Hagensen,,92539,100,Judicial
Clark,"COUNTY COUNCILOR DISTRICT #1 COUNCILOR, DISTRICT NO. 1",Temple Lentz,(Prefers Democratic Party),18779,60.5852,County
Clark,"COUNTY COUNCILOR DISTRICT #1 COUNCILOR, DISTRICT NO. 1",Jeanne E. Stewart,(Prefers Republican Party),12217,39.4148,County
Clark,"COUNTY COUNCILOR DISTRICT #2 COUNCILOR, DISTRICT NO. 2",Julie Olson,(Prefers Republican Party),26211,78.2558,County
Clark,"COUNTY COUNCILOR DISTRICT #2 COUNCILOR, DISTRICT NO. 2",Elisabeth Veneman,(Prefers Republican Party),7283,21.7442,County
Clark,CITY OF VANCOUVER COUNCIL - POSITION NO. 1,Laurie Lebowsky,,22514,52.5194,City/Town
Clark,CITY OF VANCOUVER COUNCIL - POSITION NO. 1,Sarah Fox,,20354,47.4806,City/Town
Clark,CITY OF WASHOUGAL Proposition No. 8 Adoption of the Council/Manager Form of Government within the City of Washougal,For Adoption of the Council/Manager Form of Government,,2532,54.8408,City/Town
Clark,CITY OF WASHOUGAL Proposition No. 8 Adoption of the Council/Manager Form of Government within the City of Washougal,Against Adoption of the Council/Manager Form of Government,,2085,45.1592,City/Town
Clark,EAST COUNTY FIRE AND RESCUE Proposition No. 2 Multiple Year Levy Lid Lift,Approved,,1821,46.23,Fire
Clark,EAST COUNTY FIRE AND RESCUE Proposition No. 2 Multiple Year Levy Lid Lift,Rejected,,2118,53.77,Fire
Clark,"GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 1 Capital Levy to Modernize, Renovate and Improve Green Mountain School",Levy...Yes,,179,56.6456,School
Clark,"GREEN MOUNTAIN SCHOOL DISTRICT NO. 103 Proposition No. 1 Capital Levy to Modernize, Renovate and Improve Green Mountain School",Levy...No,,137,43.3544,School
Clark,"CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 1",Jim Malinowski,,68642,56.131,Public Utility
Clark,"CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 1",Sherry Erickson,,53647,43.869,Public Utility
Columbia,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,399,19.8705,State Executive
Columbia,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,1609,80.1295,State Executive
Columbia,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,1333,66.3514,State Executive
Columbia,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,676,33.6486,State Executive
Columbia,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,615,30.4455,State Executive
Columbia,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,1405,69.5545,State Executive
Columbia,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,735,37.3096,State Executive
Columbia,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,1235,62.6904,State Executive
Columbia,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,1446,76.3464,State Executive
Columbia,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,448,23.6536,State Executive
Columbia,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),659,32.9335,Federal
Columbia,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),1342,67.0665,Federal
Columbia,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),1431,71.3716,Congressional
Columbia,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),574,28.6284,Congressional
Columbia,Legislative District 16 State Representative Pos. 1,William 'Bill' Jenkin,(Prefers Republican Party),1482,75.114,Legislative
Columbia,Legislative District 16 State Representative Pos. 1,Everett Maroon,(Prefers Democratic Party),491,24.886,Legislative
Columbia,Legislative District 16 State Representative Pos. 2,Rebecca Francik,(Prefers Democratic Party),497,25.0378,Legislative
Columbia,Legislative District 16 State Representative Pos. 2,Skyler Rude,(Prefers Republican Party),1488,74.9622,Legislative
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Assessor,CHRIS MILLS,(Prefers REPUBLICAN Party),1598,100,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Auditor,ANNE HIGGINS,(Prefers REPUBLICAN Party),1585,100,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Clerk,SUSAN J MARINELLA,(Prefers REPUBLICAN Party),1582,100,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Commissioner #3,Charles L Amerein,(Prefers Republican Party),1279,63.6635,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Commissioner #3,Dain C. Nysoe,(Prefers Democrat Party),730,36.3365,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Prosecutor,C Dale Slack,(States No Party Preference),1529,100,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Sheriff,Joe Helm,(Prefers Republican Party),1219,63.9559,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Sheriff,JEFF JENKINS,(Prefers REPUBLICAN Party),687,36.0441,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Treasurer,Carla Rowe,(Prefers REPUBLICAN Party),1189,61.1311,County
Columbia,COUNTY WIDE DISTRICT 01 Columbia County Treasurer,Cathy Shochet,(States No Party Preference),756,38.8689,County
Columbia,Supreme Court Justice Position 2,Susan Owens,,1357,100,Judicial
Columbia,Supreme Court Justice Position 8,Nathan Choi,,574,38.5235,Judicial
Columbia,Supreme Court Justice Position 8,Steve Gonzalez,,916,61.4765,Judicial
Columbia,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,1318,100,Judicial
Columbia,COURT DISTRICT Columbia County District Court Judge,G SCOTT MARINELLA,,1559,100,Judicial
Columbia,PRESCOTT JOINT PARK AND REC DIST Proposition No. 1 Maintenance &amp; Operation Excess Levy,Levy Yes,,2,40,Park and Recreation
Columbia,PRESCOTT JOINT PARK AND REC DIST Proposition No. 1 Maintenance &amp; Operation Excess Levy,Levy No,,3,60,Park and Recreation
Cowlitz,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,8117,29.9068,State Executive
Cowlitz,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,19024,70.0932,State Executive
Cowlitz,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,15747,57.3808,State Executive
Cowlitz,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,11696,42.6192,State Executive
Cowlitz,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,10903,39.4507,State Executive
Cowlitz,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,16734,60.5493,State Executive
Cowlitz,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,12530,45.7466,State Executive
Cowlitz,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,14860,54.2534,State Executive
Cowlitz,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,18163,69.0556,State Executive
Cowlitz,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,8139,30.9444,State Executive
Cowlitz,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),12878,46.9623,Federal
Cowlitz,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),14544,53.0377,Federal
Cowlitz,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),15151,55.1627,Congressional
Cowlitz,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),12315,44.8373,Congressional
Cowlitz,Legislative District 19 State Representative Pos. 1,Jim Walsh,(Prefers Republican Party),8595,49.6936,Legislative
Cowlitz,Legislative District 19 State Representative Pos. 1,Erin Frasier,(Prefers Democratic Party),8701,50.3064,Legislative
Cowlitz,Legislative District 19 State Representative Pos. 2,Brian E. Blake,(Prefers Democratic Party),9387,54.62,Legislative
Cowlitz,Legislative District 19 State Representative Pos. 2,Joel McEntire,(Prefers Republican Party),7799,45.38,Legislative
Cowlitz,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers GOP Party),5536,57.0486,Legislative
Cowlitz,Legislative District 20 State Representative Pos. 1,John Thompson,(Prefers Democratic Party),4168,42.9514,Legislative
Cowlitz,Legislative District 20 State Representative Pos. 2,Ed Orcutt,(Prefers Republican Party),6236,62.939,Legislative
Cowlitz,Legislative District 20 State Representative Pos. 2,Brennan Bailey,(Prefers Democratic Party),3672,37.061,Legislative
Cowlitz,Cowlitz Assessor,Emily Wilcox,(Prefers Independent Party),19931,100,County
Cowlitz,Cowlitz Auditor,Carolyn Fundingsland,(Prefers Independent Party),19823,100,County
Cowlitz,Cowlitz Clerk,Staci L. Myklebust,(Prefers Democratic Party),18122,100,County
Cowlitz,Cowlitz Commissioner District 3,Joe Gardner,(Prefers Independent Party),15894,59.8306,County
Cowlitz,Cowlitz Commissioner District 3,Jerry Cooper,(Prefers Republican Party),10671,40.1694,County
Cowlitz,Cowlitz Coroner,Timothy J. Davidson,(Prefers Democratic Party),18591,100,County
Cowlitz,Cowlitz Prosecuting Attorney,Ryan P. Jurvakainen,(Prefers Independent Party),19730,100,County
Cowlitz,Cowlitz Sheriff,Mark S. Nelson,(Prefers Democratic Party),11601,42.4541,County
Cowlitz,Cowlitz Sheriff,Brad Thurman,(Prefers Republican Party),15725,57.5459,County
Cowlitz,Cowlitz Treasurer,Debra Gardner,(Prefers Democratic Party),13788,51.7879,County
Cowlitz,Cowlitz Treasurer,Karen Walker,(Prefers Republican Party),12836,48.2121,County
Cowlitz,Supreme Court Justice Position 2,Susan Owens,,18537,100,Judicial
Cowlitz,Supreme Court Justice Position 8,Nathan Choi,,9020,40.8774,Judicial
Cowlitz,Supreme Court Justice Position 8,Steve Gonzalez,,13046,59.1226,Judicial
Cowlitz,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,18172,100,Judicial
Cowlitz,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,17601,100,Judicial
Cowlitz,DISTRICT COURT Judge Position 1,Kevin G. Blondin,,11322,46.3978,Judicial
Cowlitz,DISTRICT COURT Judge Position 1,Debra L. Burchett,,13080,53.6022,Judicial
Cowlitz,DISTRICT COURT Judge Position 2,Corey Larson,,8868,37.5333,Judicial
Cowlitz,DISTRICT COURT Judge Position 2,M. Jamie Imboden,,14759,62.4667,Judicial
Cowlitz,DISTRICT COURT Judge Position 3,Tom Ladouceur,,8062,35.1285,Judicial
Cowlitz,DISTRICT COURT Judge Position 3,John A. Hays,,14888,64.8715,Judicial
Cowlitz,Public Utility District All Commissioner 2,Ned Piper,,10922,44.5741,Public Utility
Cowlitz,Public Utility District All Commissioner 2,Duane Dalgleish,,13581,55.4259,Public Utility
Cowlitz,Castle Rock School District No. 401 Proposition 1 Facility Improvement General Obligation Bonds,Approved,,1432,49.1421,School
Cowlitz,Castle Rock School District No. 401 Proposition 1 Facility Improvement General Obligation Bonds,Rejected,,1482,50.8579,School
Douglas,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,1825,22.4948,State Executive
Douglas,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,6288,77.5052,State Executive
Douglas,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,5374,66.3457,State Executive
Douglas,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,2726,33.6543,State Executive
Douglas,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,2962,36.3927,State Executive
Douglas,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,5177,63.6073,State Executive
Douglas,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,3367,41.5936,State Executive
Douglas,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,4728,58.4064,State Executive
Douglas,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,2236,28.5605,State Executive
